uid	up_name	status	items	reason	route
1132916	有点在李	ok	30		http://136.109.32.50:1200/bilibili/user/video/1132916?embed=0
1278118266	科技老男孩	ok	30		http://136.109.32.50:1200/bilibili/user/video/1278118266?embed=0
12890453	程序员鱼皮	ok	30		http://136.109.32.50:1200/bilibili/user/video/12890453?embed=0
1318868	Hucci写代码	ok	30		http://136.109.32.50:1200/bilibili/user/video/1318868?embed=0
142459613	AI-seeker	
